ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Kruskal.pvalue,Significant,Reactor_Treatment,pret,t1,t2,t3,t4,t5
ASV200,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV200,0.015,TRUE,TR3_HV292.1,45 ± 30.7,64 ± 19.5,0 ± 0.7,0 ± 0,0 ± 0,0 ± 0
ASV292,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV292,0.015,TRUE,TR3_HV292.1,50 ± 76.7,73 ± 29.1,2 ± 2.1,0 ± 0,0 ± 0,0 ± 0
ASV297,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV297,0.016,TRUE,TR3_HV292.1,0 ± 0.6,2 ± 2.5,16 ± 12,12 ± 2.1,10 ± 2.1,4 ± 0.7
ASV332,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV332,0.017,TRUE,TR3_HV292.1,11 ± 1,14 ± 4,3 ± 2.8,2 ± 0.7,1 ± 1.4,0 ± 0.7
ASV207,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,NA,unknown Incertae Sedis (Genus) ASV207,0.018,TRUE,TR3_HV292.1,71 ± 29.2,108 ± 15.5,61 ± 15.6,46 ± 12,46 ± 30.4,28 ± 7.8
ASV230,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV230,0.019,TRUE,TR3_HV292.1,582 ± 31.8,447 ± 108.2,268 ± 61.5,322 ± 118.8,178 ± 230.5,38 ± 51.6
ASV387,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV387,0.019,TRUE,TR3_HV292.1,17 ± 0.6,10 ± 2.7,10 ± 0.7,22 ± 0.7,12 ± 2.1,6 ± 3.5
ASV289,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,unknown Lachnospira (Genus) ASV289,0.022,TRUE,TR3_HV292.1,132 ± 26.5,117 ± 16.4,91 ± 17,61 ± 26.9,144 ± 14.8,6 ± 1.4
ASV193,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV193,0.024,TRUE,TR3_HV292.1,1 ± 1,7 ± 3.7,26 ± 0.7,12 ± 9.2,18 ± 2.1,10 ± 4.2
ASV359,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV359,0.026,TRUE,TR3_HV292.1,26 ± 2.6,28 ± 5.5,22 ± 10.6,2 ± 1.4,8 ± 3.5,7 ± 4.2
ASV144,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA,unknown [Eubacterium] hallii group (Genus) ASV144,0.029,TRUE,TR3_HV292.1,0 ± 1.7,0 ± 1.5,6 ± 3.5,11 ± 7.1,1 ± 1.4,14 ± 6.4
ASV235,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV235,0.029,TRUE,TR3_HV292.1,13 ± 3.8,15 ± 3.8,8 ± 2.8,8 ± 2.1,7 ± 1.4,5 ± 1.4
ASV290,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,unknown Lachnospira (Genus) ASV290,0.031,TRUE,TR3_HV292.1,28 ± 12.2,28 ± 3.2,24 ± 5.7,13 ± 4.2,39 ± 5.7,4 ± 4.9
ASV351,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV351,0.033,TRUE,TR3_HV292.1,20 ± 9.6,40 ± 7.7,36 ± 7.1,21 ± 1.4,16 ± 0.7,30 ± 16.3
ASV161,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV161,0.035,TRUE,TR3_HV292.1,8 ± 0.6,16 ± 8.9,10 ± 0.7,5 ± 1.4,2 ± 1.4,13 ± 4.2
ASV090,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,unknown Planococcaceae (Family) ASV090,0.036,TRUE,TR3_HV292.1,0 ± 0,8 ± 5.5,14 ± 5.7,8 ± 2.8,20 ± 9.9,20 ± 4.9
ASV215,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV215,0.036,TRUE,TR3_HV292.1,27 ± 9.8,23 ± 6.7,22 ± 2.1,10 ± 1.4,12 ± 4.9,9 ± 4.2
ASV178,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV178,0.037,TRUE,TR3_HV292.1,0 ± 13.9,72 ± 27.7,60 ± 7.8,87 ± 9.9,31 ± 36.8,10 ± 12
ASV089,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,NA,unknown Solibacillus (Genus) ASV089,0.039,TRUE,TR3_HV292.1,0 ± 6.9,60 ± 30.2,64 ± 34.6,66 ± 29.7,125 ± 56.6,174 ± 17.7
ASV084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,unknown Enterococcus (Genus) ASV084,0.041,TRUE,TR3_HV292.1,29 ± 8.1,38 ± 12.5,87 ± 12.7,78 ± 40.3,48 ± 12,78 ± 44.5
ASV165,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,capillosus,Pseudoflavonifractor capillosus ASV165,0.047,TRUE,TR3_HV292.1,29 ± 22.5,3 ± 5.5,20 ± 5.7,6 ± 4.2,3 ± 1.4,18 ± 3.5
ASV276,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,NA,unknown GCA-900066575 (Genus) ASV276,0.049,TRUE,TR3_HV292.1,29 ± 4.9,29 ± 11,19 ± 1.4,12 ± 7.1,16 ± 9.2,4 ± 2.1
ASV245,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,NA,unknown Negativibacillus (Genus) ASV245,0.062,FALSE,TR3_HV292.1,142 ± 1.2,92 ± 32.3,59 ± 15.6,52 ± 17.7,66 ± 26.2,46 ± 33.2
ASV321,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA,unknown Blautia (Genus) ASV321,0.062,FALSE,TR3_HV292.1,7 ± 3.1,4 ± 2,0 ± 0,1 ± 1.4,2 ± 0,8 ± 10.6
ASV335,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV335,0.063,FALSE,TR3_HV292.1,14 ± 3.2,8 ± 2.8,8 ± 2.1,4 ± 0.7,8 ± 9.2,21 ± 12.7
ASV363,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV363,0.065,FALSE,TR3_HV292.1,11 ± 4,13 ± 4.1,6 ± 0.7,4 ± 0.7,12 ± 7.8,6 ± 3.5
ASV162,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV162,0.068,FALSE,TR3_HV292.1,12 ± 3.6,7 ± 3.2,10 ± 0.7,2 ± 1.4,9 ± 0,12 ± 3.5
ASV170,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV170,0.071,FALSE,TR3_HV292.1,91 ± 11.9,78 ± 21.4,73 ± 8.5,72 ± 0,67 ± 5.7,42 ± 19.1
ASV383,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV383,0.073,FALSE,TR3_HV292.1,13 ± 4.7,10 ± 6.3,2 ± 2.8,2 ± 0,15 ± 11.3,17 ± 1.4
ASV373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV373,0.077,FALSE,TR3_HV292.1,56 ± 21.8,2 ± 4.6,1 ± 1.4,2 ± 1.4,2 ± 2.1,44 ± 52.3
ASV385,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV385,0.079,FALSE,TR3_HV292.1,12 ± 2,5 ± 2.1,8 ± 3.5,6 ± 2.8,9 ± 5.7,4 ± 0.7
ASV020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,NA,unknown Escherichia-Shigella (Genus) ASV020,0.088,FALSE,TR3_HV292.1,576 ± 123.8,544 ± 155.4,574 ± 129.4,674 ± 166.2,941 ± 145.7,836 ± 130.8
ASV054,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] brachy group,NA,unknown [Eubacterium] brachy group (Genus) ASV054,0.09,FALSE,TR3_HV292.1,0 ± 0,4 ± 2.9,6 ± 2.1,6 ± 1.4,6 ± 1.4,4 ± 1.4
ASV148,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA,unknown Oscillospirales (Order) ASV148,0.095,FALSE,TR3_HV292.1,5 ± 1.2,4 ± 1.7,4 ± 1.4,1 ± 0,3 ± 0,2 ± 0.7
ASV382,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV382,0.102,FALSE,TR3_HV292.1,58 ± 15.6,48 ± 18.7,54 ± 2.1,22 ± 7.1,24 ± 12,18 ± 24.7
ASV163,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,plautii,Flavonifractor plautii ASV163,0.111,FALSE,TR3_HV292.1,19 ± 7.5,7 ± 7.2,13 ± 2.8,20 ± 10.6,25 ± 1.4,20 ± 3.5
ASV316,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA,unknown Blautia (Genus) ASV316,0.122,FALSE,TR3_HV292.1,90 ± 18.1,92 ± 18.8,86 ± 38.9,65 ± 7.1,64 ± 25.5,12 ± 5.7
ASV171,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV171,0.123,FALSE,TR3_HV292.1,26 ± 10.5,44 ± 10.7,30 ± 1.4,58 ± 30.4,46 ± 17,54 ± 3.5
ASV336,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV336,0.123,FALSE,TR3_HV292.1,8 ± 2.1,7 ± 1.8,14 ± 0.7,12 ± 3.5,14 ± 8.5,10 ± 3.5
ASV361,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV361,0.128,FALSE,TR3_HV292.1,48 ± 8,32 ± 7.5,31 ± 7.1,44 ± 14.1,45 ± 11.3,44 ± 16.3
ASV149,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,NA,unknown Butyricicoccus (Genus) ASV149,0.13,FALSE,TR3_HV292.1,7 ± 1.7,2 ± 2.3,2 ± 2.8,2 ± 2.1,3 ± 1.4,0 ± 0
ASV141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV141,0.133,FALSE,TR3_HV292.1,13 ± 3.5,20 ± 11,25 ± 8.5,14 ± 1.4,32 ± 0.7,8 ± 0
ASV398,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV398,0.137,FALSE,TR3_HV292.1,62 ± 6.9,32 ± 6.6,32 ± 0.7,36 ± 12,45 ± 15.6,37 ± 8.5
ASV211,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,NA,unknown Incertae Sedis (Genus) ASV211,0.138,FALSE,TR3_HV292.1,3 ± 1.5,1 ± 1.2,5 ± 1.4,3 ± 2.8,4 ± 0.7,4 ± 2.8
ASV356,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV356,0.144,FALSE,TR3_HV292.1,15 ± 4.9,74 ± 64.4,138 ± 32.5,122 ± 112.4,42 ± 21.9,82 ± 96.9
ASV190,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group,NA,unknown NK4A214 group (Genus) ASV190,0.148,FALSE,TR3_HV292.1,14 ± 2.6,22 ± 7.3,26 ± 2.1,29 ± 0,24 ± 12,15 ± 8.5
ASV347,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV347,0.152,FALSE,TR3_HV292.1,10 ± 3.8,14 ± 12.4,0 ± 0,0 ± 0,6 ± 2.8,8 ± 0.7
ASV140,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV140,0.173,FALSE,TR3_HV292.1,15 ± 3.1,21 ± 12.6,26 ± 10.6,9 ± 2.8,31 ± 2.8,12 ± 3.5
ASV158,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV158,0.175,FALSE,TR3_HV292.1,0 ± 0,5 ± 10.2,6 ± 0.7,6 ± 1.4,8 ± 3.5,6 ± 0.7
ASV389,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV389,0.179,FALSE,TR3_HV292.1,14 ± 1.5,8 ± 9.6,5 ± 0,4 ± 3.5,4 ± 0.7,7 ± 1.4
ASV172,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV172,0.185,FALSE,TR3_HV292.1,4 ± 4,12 ± 3.8,10 ± 12,8 ± 4.9,4 ± 0.7,6 ± 0.7
ASV397,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV397,0.187,FALSE,TR3_HV292.1,111 ± 20.1,114 ± 56.3,124 ± 46,276 ± 47.4,136 ± 24.7,248 ± 157.7
ASV133,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA,unknown Clostridia vadinBB60 group (Order) ASV133,0.19,FALSE,TR3_HV292.1,1 ± 9.2,6 ± 7.3,2 ± 2.1,0 ± 0,0 ± 0,0 ± 0
ASV188,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA,unknown Monoglobus (Genus) ASV188,0.203,FALSE,TR3_HV292.1,7 ± 2.6,10 ± 4,10 ± 1.4,2 ± 2.1,6 ± 3.5,10 ± 7.8
ASV176,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV176,0.22,FALSE,TR3_HV292.1,18 ± 20.4,12 ± 14,18 ± 4.9,6 ± 2.8,8 ± 4.9,7 ± 8.5
ASV174,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,NA,unknown Oscillospira (Genus) ASV174,0.245,FALSE,TR3_HV292.1,5 ± 2,4 ± 3.8,8 ± 0,6 ± 3.5,12 ± 7.1,2 ± 0
ASV093,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,unknown Planococcaceae (Family) ASV093,0.255,FALSE,TR3_HV292.1,60 ± 31.2,54 ± 110.6,232 ± 33.2,118 ± 29.7,74 ± 24.7,78 ± 94
ASV346,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV346,0.27,FALSE,TR3_HV292.1,46 ± 3,53 ± 26.6,45 ± 9.9,63 ± 11.3,37 ± 7.1,238 ± 258.1
ASV357,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV357,0.28,FALSE,TR3_HV292.1,13 ± 26.3,28 ± 34.2,6 ± 0.7,22 ± 4.9,24 ± 4.2,51 ± 28.3
ASV216,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,NA,unknown UBA1819 (Genus) ASV216,0.281,FALSE,TR3_HV292.1,4 ± 3.1,2 ± 2,2 ± 1.4,6 ± 4.9,2 ± 2.1,7 ± 1.4
ASV337,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV337,0.285,FALSE,TR3_HV292.1,4 ± 2.6,6 ± 2.3,8 ± 2.1,6 ± 1.4,7 ± 0,8 ± 5.7
ASV368,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV368,0.312,FALSE,TR3_HV292.1,69 ± 14.8,56 ± 18.8,45 ± 14.1,72 ± 0,44 ± 14.8,47 ± 9.9
ASV196,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV196,0.345,FALSE,TR3_HV292.1,5 ± 1.2,11 ± 6.8,12 ± 7.8,13 ± 17,17 ± 4.2,6 ± 0
ASV135,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA,unknown Clostridia vadinBB60 group (Order) ASV135,0.346,FALSE,TR3_HV292.1,3 ± 2,2 ± 16.2,16 ± 8.5,26 ± 21.9,30 ± 40.3,30 ± 28.3
ASV030,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CHKCI002,NA,unknown CHKCI002 (Genus) ASV030,0.362,FALSE,TR3_HV292.1,15 ± 13.7,22 ± 7.1,22 ± 16.3,22 ± 2.8,16 ± 7.1,7 ± 5.7
ASV252,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA,unknown Ruminococcus (Genus) ASV252,0.392,FALSE,TR3_HV292.1,3 ± 0.6,4 ± 0.8,4 ± 1.4,4 ± 3.5,2 ± 2.1,5 ± 1.4
ASV142,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,unknown Tyzzerella (Genus) ASV142,0.393,FALSE,TR3_HV292.1,88 ± 22.5,124 ± 56.2,172 ± 88.4,196 ± 8.5,116 ± 13.4,158 ± 89.8
ASV099,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,unknown Christensenellaceae (Family) ASV099,0.396,FALSE,TR3_HV292.1,12 ± 7.2,24 ± 6.5,22 ± 9.2,28 ± 12.7,22 ± 14.8,15 ± 8.5
ASV136,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV136,0.458,FALSE,TR3_HV292.1,17 ± 1.2,14 ± 8.6,13 ± 5.7,26 ± 6.4,20 ± 9.2,17 ± 0
ASV137,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV137,0.479,FALSE,TR3_HV292.1,5 ± 2.9,5 ± 3.6,4 ± 2.1,4 ± 0,2 ± 0.7,4 ± 2.1
ASV258,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA,unknown Clostridia UCG-014 (Order) ASV258,0.491,FALSE,TR3_HV292.1,57 ± 39.1,142 ± 45.1,76 ± 3.5,137 ± 108.9,106 ± 68.6,98 ± 71.4
ASV244,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,acetispora,Harryflintia acetispora ASV244,0.542,FALSE,TR3_HV292.1,3 ± 1,3 ± 2.1,2 ± 2.8,2 ± 1.4,2 ± 2.1,1 ± 1.4
ASV195,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV195,0.574,FALSE,TR3_HV292.1,1 ± 2.6,8 ± 4.3,4 ± 3.5,4 ± 5.7,4 ± 0,8 ± 2.8
ASV175,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,valericigenes,Oscillibacter valericigenes ASV175,0.589,FALSE,TR3_HV292.1,22 ± 4,19 ± 5.6,20 ± 2.8,22 ± 7.8,27 ± 11.3,24 ± 0.7
ASV138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,NA,unknown Tuzzerella (Genus) ASV138,0.63,FALSE,TR3_HV292.1,101 ± 32.5,178 ± 86,195 ± 41,136 ± 72.1,166 ± 94,102 ± 46
ASV022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA,unknown Proteus (Genus) ASV022,0.934,FALSE,TR3_HV292.1,1054 ± 199.3,903 ± 219.6,988 ± 68.6,982 ± 234.8,1098 ± 498.5,1183 ± 369.1
ASV157,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV157,0.996,FALSE,TR3_HV292.1,19 ± 3.1,21 ± 8.2,19 ± 1.4,21 ± 1.4,19 ± 4.2,22 ± 12
ASV167,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,timonensis,Intestinimonas timonensis ASV167,0.999,FALSE,TR3_HV292.1,7 ± 0.6,8 ± 4.7,10 ± 9.2,7 ± 1.4,7 ± 0,9 ± 8.5
