ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Kruskal.pvalue,Significant,Reactor_Treatment,pret,t1,t2,t3,t4,t5
ASV136,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV136,0.021,TRUE,TR1_CTX+HV292.1,10 ± 6.6,0 ± 0,0 ± 9.4,0 ± 0,0 ± 0,2 ± 3.5
ASV393,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UC5-1-2E3,NA,unknown UC5-1-2E3 (Genus) ASV393,0.024,TRUE,TR1_CTX+HV292.1,0 ± 0,0 ± 7.4,15 ± 5.2,4 ± 0.7,4 ± 2.1,6 ± 6.4
ASV359,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV359,0.027,TRUE,TR1_CTX+HV292.1,4 ± 4.7,15 ± 36.6,111 ± 43.3,26 ± 3.5,55 ± 45.3,56 ± 20.5
ASV397,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV397,0.028,TRUE,TR1_CTX+HV292.1,39 ± 15.9,2 ± 89.5,79 ± 49.6,112 ± 42.4,316 ± 224.9,459 ± 154.1
ASV141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV141,0.03,TRUE,TR1_CTX+HV292.1,9 ± 16.4,0 ± 0.8,6 ± 4.9,20 ± 4.9,23 ± 26.9,16 ± 4.2
ASV166,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV166,0.03,TRUE,TR1_CTX+HV292.1,4 ± 4.6,136 ± 88.6,143 ± 80.2,36 ± 31.8,4 ± 2.1,16 ± 19.1
ASV170,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV170,0.03,TRUE,TR1_CTX+HV292.1,84 ± 12,0 ± 9.7,2 ± 39.7,43 ± 5.7,13 ± 8.5,3 ± 1.4
ASV280,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae FCS020 group,NA,unknown Lachnospiraceae FCS020 group (Genus) ASV280,0.03,TRUE,TR1_CTX+HV292.1,0 ± 1,10 ± 6,4 ± 3,6 ± 5.7,6 ± 0.7,3 ± 2.8
ASV093,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,unknown Planococcaceae (Family) ASV093,0.035,TRUE,TR1_CTX+HV292.1,228 ± 101,35 ± 54.9,19 ± 15.8,45 ± 14.1,5 ± 7.1,106 ± 135.8
ASV335,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV335,0.035,TRUE,TR1_CTX+HV292.1,15 ± 7,3 ± 3.8,17 ± 10.5,21 ± 7.1,16 ± 1.4,18 ± 4.2
ASV065,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,NA,unknown Erysipelatoclostridium (Genus) ASV065,0.036,TRUE,TR1_CTX+HV292.1,48 ± 9.4,2 ± 30.6,0 ± 10.3,0 ± 0,0 ± 0,0 ± 0
ASV347,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV347,0.037,TRUE,TR1_CTX+HV292.1,10 ± 3.9,0 ± 18.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV142,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,unknown Tyzzerella (Genus) ASV142,0.038,TRUE,TR1_CTX+HV292.1,70 ± 11,0 ± 4.5,0 ± 67,0 ± 0,1 ± 1.4,0 ± 0
ASV221,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,NA,unknown Pygmaiobacter (Genus) ASV221,0.04,TRUE,TR1_CTX+HV292.1,2 ± 1.3,6 ± 5.8,3 ± 2.2,2 ± 2.1,7 ± 4.2,2 ± 0.7
ASV354,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV354,0.041,TRUE,TR1_CTX+HV292.1,0 ± 1,1 ± 11.1,36 ± 16.7,12 ± 4.2,9 ± 9.9,2 ± 0.7
ASV162,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV162,0.047,TRUE,TR1_CTX+HV292.1,3 ± 1,12 ± 5,4 ± 2.6,3 ± 2.8,4 ± 0,4 ± 1.4
ASV337,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV337,0.051,FALSE,TR1_CTX+HV292.1,3 ± 1.7,3 ± 3.5,7 ± 3,8 ± 3.5,14 ± 2.1,8 ± 0
ASV357,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV357,0.053,FALSE,TR1_CTX+HV292.1,94 ± 23.2,1 ± 28.5,10 ± 6.6,7 ± 5.7,16 ± 20.5,12 ± 7.8
ASV175,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,valericigenes,Oscillibacter valericigenes ASV175,0.056,FALSE,TR1_CTX+HV292.1,30 ± 9.9,17 ± 9.7,9 ± 6.1,15 ± 1.4,10 ± 0.7,12 ± 7.8
ASV185,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA,unknown Monoglobus (Genus) ASV185,0.061,FALSE,TR1_CTX+HV292.1,2 ± 3.3,1 ± 2.5,8 ± 4.9,5 ± 4.2,8 ± 4.9,12 ± 2.1
ASV216,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,NA,unknown UBA1819 (Genus) ASV216,0.063,FALSE,TR1_CTX+HV292.1,6 ± 1.3,0 ± 1.9,2 ± 1.7,1 ± 1.4,16 ± 20.5,6 ± 4.9
ASV140,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV140,0.066,FALSE,TR1_CTX+HV292.1,8 ± 9.8,0 ± 1.9,7 ± 6.4,18 ± 5.7,28 ± 27.6,12 ± 4.2
ASV200,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV200,0.071,FALSE,TR1_CTX+HV292.1,107 ± 80.4,1 ± 67.8,65 ± 73.9,198 ± 47.4,72 ± 79.9,85 ± 94.8
ASV382,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV382,0.071,FALSE,TR1_CTX+HV292.1,39 ± 25.8,210 ± 163.7,121 ± 40.5,137 ± 2.8,134 ± 20.5,134 ± 24.7
ASV057,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] nodatum group,NA,unknown [Eubacterium] nodatum group (Genus) ASV057,0.074,FALSE,TR1_CTX+HV292.1,2 ± 1.9,5 ± 3.7,2 ± 1.1,4 ± 0,4 ± 0,2 ± 0.7
ASV258,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA,unknown Clostridia UCG-014 (Order) ASV258,0.078,FALSE,TR1_CTX+HV292.1,88 ± 14.7,1 ± 36.3,58 ± 41.5,46 ± 34.6,176 ± 170.4,56 ± 6.4
ASV332,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV332,0.086,FALSE,TR1_CTX+HV292.1,10 ± 2.4,23 ± 13.8,2 ± 4.8,4 ± 3.5,4 ± 4.9,2 ± 2.1
ASV379,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA,unknown Lachnospiraceae NK4A136 group (Genus) ASV379,0.086,FALSE,TR1_CTX+HV292.1,0 ± 1.4,3 ± 3.6,3 ± 2.6,6 ± 1.4,4 ± 0.7,8 ± 0.7
ASV155,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NA,NA,unknown Oscillospiraceae (Family) ASV155,0.104,FALSE,TR1_CTX+HV292.1,4 ± 2.8,8 ± 4.1,4 ± 3.8,1 ± 1.4,8 ± 4.9,0 ± 0
ASV363,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV363,0.129,FALSE,TR1_CTX+HV292.1,11 ± 2.6,4 ± 5.1,8 ± 3.2,2 ± 1.4,6 ± 0.7,6 ± 0.7
ASV235,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV235,0.132,FALSE,TR1_CTX+HV292.1,10 ± 2.4,33 ± 18.1,18 ± 7,31 ± 2.8,32 ± 16.3,12 ± 0.7
ASV244,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,acetispora,Harryflintia acetispora ASV244,0.141,FALSE,TR1_CTX+HV292.1,0 ± 0.5,0 ± 3,4 ± 3.8,2 ± 2.1,10 ± 10.6,5 ± 0
ASV030,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CHKCI002,NA,unknown CHKCI002 (Genus) ASV030,0.142,FALSE,TR1_CTX+HV292.1,10 ± 7.2,10 ± 20.5,3 ± 12.4,8 ± 4.2,32 ± 14.8,2 ± 1.4
ASV245,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,NA,unknown Negativibacillus (Genus) ASV245,0.145,FALSE,TR1_CTX+HV292.1,131 ± 23.3,11 ± 62.1,67 ± 39.2,84 ± 18.4,119 ± 29.7,83 ± 4.2
ASV387,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV387,0.151,FALSE,TR1_CTX+HV292.1,20 ± 19.1,22 ± 26.7,4 ± 4.7,6 ± 0.7,5 ± 2.8,5 ± 1.4
ASV373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV373,0.175,FALSE,TR1_CTX+HV292.1,4 ± 2.3,10 ± 6.6,5 ± 5.2,6 ± 4.2,10 ± 4.2,4 ± 0.7
ASV124,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA,unknown Clostridia vadinBB60 group (Order) ASV124,0.181,FALSE,TR1_CTX+HV292.1,0 ± 0,2 ± 54.4,2 ± 46.4,75 ± 104.7,98 ± 136.5,26 ± 36.1
ASV211,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,NA,unknown Incertae Sedis (Genus) ASV211,0.187,FALSE,TR1_CTX+HV292.1,4 ± 0.8,5 ± 6.2,2 ± 2.2,1 ± 1.4,0 ± 0.7,2 ± 2.8
ASV314,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV314,0.191,FALSE,TR1_CTX+HV292.1,4 ± 1.7,4 ± 2.9,1 ± 1,0 ± 0.7,4 ± 2.1,2 ± 1.4
ASV163,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,plautii,Flavonifractor plautii ASV163,0.28,FALSE,TR1_CTX+HV292.1,2 ± 2.2,5 ± 13.5,6 ± 5.7,4 ± 1.4,8 ± 0.7,4 ± 2.1
ASV176,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV176,0.289,FALSE,TR1_CTX+HV292.1,28 ± 14.2,101 ± 44.6,96 ± 43.8,88 ± 12.7,108 ± 11.3,78 ± 4.2
ASV157,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV157,0.306,FALSE,TR1_CTX+HV292.1,21 ± 7.7,14 ± 9.3,24 ± 5.1,17 ± 4.2,18 ± 2.1,22 ± 5.7
ASV174,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,NA,unknown Oscillospira (Genus) ASV174,0.325,FALSE,TR1_CTX+HV292.1,8 ± 1.5,2 ± 7.8,1 ± 3.2,4 ± 2.1,9 ± 2.8,2 ± 1.4
ASV167,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,timonensis,Intestinimonas timonensis ASV167,0.381,FALSE,TR1_CTX+HV292.1,11 ± 15.7,0 ± 21.3,24 ± 9.3,22 ± 9.2,10 ± 9.2,26 ± 8.5
ASV385,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV385,0.396,FALSE,TR1_CTX+HV292.1,11 ± 3.3,12 ± 10.1,9 ± 4.5,4 ± 1.4,8 ± 5.7,6 ± 3.5
ASV165,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,capillosus,Pseudoflavonifractor capillosus ASV165,0.406,FALSE,TR1_CTX+HV292.1,2 ± 5,10 ± 15.8,0 ± 6.5,6 ± 7.1,7 ± 2.8,11 ± 2.8
ASV321,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA,unknown Blautia (Genus) ASV321,0.417,FALSE,TR1_CTX+HV292.1,2 ± 1.7,3 ± 3.9,1 ± 4.9,2 ± 0.7,2 ± 0,4 ± 0
ASV361,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV361,0.465,FALSE,TR1_CTX+HV292.1,32 ± 12.4,36 ± 25.9,37 ± 10.2,48 ± 27.6,33 ± 0,22 ± 0.7
ASV195,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV195,0.481,FALSE,TR1_CTX+HV292.1,3 ± 2.5,4 ± 3.4,5 ± 8.6,8 ± 0.7,6 ± 7.8,10 ± 6.4
ASV196,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV196,0.525,FALSE,TR1_CTX+HV292.1,6 ± 3.3,11 ± 5.5,18 ± 8.1,10 ± 14.8,8 ± 12,9 ± 12.7
ASV345,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV345,0.528,FALSE,TR1_CTX+HV292.1,8 ± 10.9,3 ± 11.2,25 ± 21,17 ± 9.9,18 ± 4.9,6 ± 1.4
ASV336,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV336,0.539,FALSE,TR1_CTX+HV292.1,4 ± 5,7 ± 3.6,7 ± 2.3,6 ± 7.1,12 ± 3.5,6 ± 1.4
ASV252,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA,unknown Ruminococcus (Genus) ASV252,0.554,FALSE,TR1_CTX+HV292.1,2 ± 1.7,3 ± 0.9,4 ± 1.9,4 ± 0.7,2 ± 0.7,4 ± 0.7
ASV346,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV346,0.573,FALSE,TR1_CTX+HV292.1,50 ± 30.6,66 ± 75.4,147 ± 123.2,78 ± 36.8,147 ± 66.5,58 ± 19.1
ASV138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,NA,unknown Tuzzerella (Genus) ASV138,0.648,FALSE,TR1_CTX+HV292.1,136 ± 22.8,59 ± 124.3,144 ± 69.3,108 ± 3.5,122 ± 19.8,106 ± 53
ASV172,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV172,0.657,FALSE,TR1_CTX+HV292.1,13 ± 14.4,0 ± 19.5,12 ± 1.5,14 ± 0,26 ± 14.8,10 ± 0.7
ASV178,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV178,0.712,FALSE,TR1_CTX+HV292.1,4 ± 11.8,3 ± 22.4,12 ± 30,14 ± 4.9,6 ± 6.4,6 ± 3.5
