ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Kruskal.pvalue,Significant,Reactor_Treatment,pret,t1,t2,t3,t4,t5
ASV017,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA,unknown Acinetobacter (Genus) ASV017,0.014,TRUE,CR_UNTREATED,1 ± 5.2,39 ± 21.9,47 ± 39.2,244 ± NA,154 ± NA,187 ± 59.4
ASV351,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV351,0.014,TRUE,CR_UNTREATED,35 ± 10.7,5 ± 7.7,25 ± 6.5,19 ± NA,19 ± NA,35 ± 15.6
ASV387,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV387,0.015,TRUE,CR_UNTREATED,20 ± 12.7,2 ± 2.4,10 ± 2.1,10 ± NA,5 ± NA,7 ± 4.2
ASV178,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV178,0.016,TRUE,CR_UNTREATED,6 ± 18.4,0 ± 1.9,69 ± 19.5,95 ± NA,111 ± NA,38 ± 9.2
ASV394,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV394,0.017,TRUE,CR_UNTREATED,36 ± 18.5,3 ± 9,17 ± 6.7,15 ± NA,40 ± NA,23 ± 7.1
ASV368,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV368,0.018,TRUE,CR_UNTREATED,118 ± 33.1,16 ± 12.3,46 ± 60.7,26 ± NA,58 ± NA,49 ± 24
ASV235,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV235,0.02,TRUE,CR_UNTREATED,14 ± 4.4,3 ± 4.3,11 ± 1.7,12 ± NA,14 ± NA,17 ± 2.8
ASV207,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,NA,unknown Incertae Sedis (Genus) ASV207,0.021,TRUE,CR_UNTREATED,100 ± 25.8,36 ± 35.5,79 ± 7.9,68 ± NA,120 ± NA,62 ± 2.1
ASV356,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV356,0.022,TRUE,CR_UNTREATED,36 ± 19.2,8 ± 22.9,119 ± 44.9,248 ± NA,92 ± NA,42 ± 2.8
ASV062,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,NA,NA,unknown Erysipelatoclostridiaceae (Family) ASV062,0.023,TRUE,CR_UNTREATED,75 ± 14,22 ± 18.9,24 ± 15.1,1 ± NA,0 ± NA,0 ± 0.7
ASV196,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV196,0.026,TRUE,CR_UNTREATED,8 ± 3.6,3 ± 3.9,25 ± 11.6,0 ± NA,22 ± NA,14 ± 0.7
ASV383,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV383,0.029,TRUE,CR_UNTREATED,15 ± 6.7,0 ± 4.4,25 ± 7.8,18 ± NA,18 ± NA,15 ± 1.4
ASV089,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,NA,unknown Solibacillus (Genus) ASV089,0.03,TRUE,CR_UNTREATED,0 ± 0.5,23 ± 32.5,48 ± 5.6,62 ± NA,15 ± NA,16 ± 4.9
ASV065,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,NA,unknown Erysipelatoclostridium (Genus) ASV065,0.034,TRUE,CR_UNTREATED,54 ± 11.4,12 ± 17.9,11 ± 8,1 ± NA,0 ± NA,0 ± 0
ASV230,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV230,0.035,TRUE,CR_UNTREATED,694 ± 116.5,160 ± 222.2,613 ± 122,520 ± NA,661 ± NA,597 ± 18.4
ASV022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA,unknown Proteus (Genus) ASV022,0.037,TRUE,CR_UNTREATED,563 ± 288.6,1638 ± 929.2,855 ± 64.2,1056 ± NA,870 ± NA,1226 ± 80.6
ASV292,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV292,0.037,TRUE,CR_UNTREATED,44 ± 4.5,0 ± 1.8,2 ± 1.5,0 ± NA,0 ± NA,1 ± 1.4
ASV020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,NA,unknown Escherichia-Shigella (Genus) ASV020,0.038,TRUE,CR_UNTREATED,662 ± 66,532 ± 111.6,357 ± 29,453 ± NA,277 ± NA,444 ± 154.9
ASV171,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV171,0.038,TRUE,CR_UNTREATED,40 ± 11.6,14 ± 12.8,16 ± 7.9,7 ± NA,37 ± NA,34 ± 0
ASV142,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,unknown Tyzzerella (Genus) ASV142,0.043,TRUE,CR_UNTREATED,87 ± 33.2,29 ± 49.8,200 ± 17.6,137 ± NA,144 ± NA,118 ± 55.2
ASV200,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV200,0.045,TRUE,CR_UNTREATED,195 ± 77.7,104 ± 91.4,67 ± 24.5,1 ± NA,0 ± NA,0 ± 0
ASV389,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV389,0.065,FALSE,CR_UNTREATED,6 ± 4,4 ± 4.1,26 ± 2.3,9 ± NA,1 ± NA,4 ± 0
ASV188,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,NA,unknown Monoglobus (Genus) ASV188,0.067,FALSE,CR_UNTREATED,10 ± 3.3,2 ± 3.7,7 ± 1.2,4 ± NA,2 ± NA,8 ± 1.4
ASV216,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,NA,unknown UBA1819 (Genus) ASV216,0.072,FALSE,CR_UNTREATED,2 ± 1.5,42 ± 31.7,3 ± 1,2 ± NA,2 ± NA,3 ± 0
ASV149,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,NA,unknown Butyricicoccus (Genus) ASV149,0.077,FALSE,CR_UNTREATED,8 ± 3.4,2 ± 3.2,1 ± 1.7,1 ± NA,4 ± NA,0 ± 0
ASV276,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,NA,unknown GCA-900066575 (Genus) ASV276,0.077,FALSE,CR_UNTREATED,26 ± 10.4,6 ± 10.4,15 ± 11.6,34 ± NA,38 ± NA,22 ± 6.4
ASV170,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV170,0.087,FALSE,CR_UNTREATED,68 ± 40,4 ± 22.6,64 ± 5.8,41 ± NA,52 ± NA,39 ± 0
ASV090,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA,unknown Planococcaceae (Family) ASV090,0.091,FALSE,CR_UNTREATED,0 ± 0,2 ± 3.9,6 ± 2.5,6 ± NA,1 ± NA,4 ± 2.8
ASV161,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV161,0.091,FALSE,CR_UNTREATED,12 ± 23.5,0 ± 3.3,8 ± 7.1,8 ± NA,9 ± NA,12 ± 6.4
ASV145,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA,unknown [Eubacterium] hallii group (Genus) ASV145,0.094,FALSE,CR_UNTREATED,47 ± 7.3,21 ± 32.9,5 ± 11,2 ± NA,1 ± NA,1 ± 0
ASV326,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV326,0.1,FALSE,CR_UNTREATED,20 ± 20.3,1 ± 3.8,1 ± 1,0 ± NA,1 ± NA,0 ± 0
ASV172,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV172,0.106,FALSE,CR_UNTREATED,0 ± 3,0 ± 6.6,2 ± 3.5,0 ± NA,24 ± NA,14 ± 2.1
ASV140,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV140,0.111,FALSE,CR_UNTREATED,22 ± 4.6,1 ± 11.6,0 ± 3.5,0 ± NA,14 ± NA,8 ± 5.7
ASV321,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA,unknown Blautia (Genus) ASV321,0.112,FALSE,CR_UNTREATED,9 ± 6.3,1 ± 2.4,6 ± 1.7,4 ± NA,4 ± NA,2 ± 0.7
ASV336,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV336,0.12,FALSE,CR_UNTREATED,6 ± 1.3,6 ± 3.9,10 ± 5.7,20 ± NA,13 ± NA,10 ± 5.7
ASV157,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV157,0.123,FALSE,CR_UNTREATED,32 ± 9,8 ± 12.1,24 ± 4.5,21 ± NA,30 ± NA,18 ± 1.4
ASV148,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,NA,NA,unknown Oscillospirales (Order) ASV148,0.132,FALSE,CR_UNTREATED,2 ± 0.8,2 ± 1.9,4 ± 3,4 ± NA,5 ± NA,7 ± 0
ASV135,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA,unknown Clostridia vadinBB60 group (Order) ASV135,0.139,FALSE,CR_UNTREATED,6 ± 2.2,3 ± 31.9,13 ± 23.1,12 ± NA,77 ± NA,48 ± 43.8
ASV385,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV385,0.146,FALSE,CR_UNTREATED,10 ± 4.6,2 ± 3.8,5 ± 5,5 ± NA,8 ± NA,2 ± 1.4
ASV337,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV337,0.156,FALSE,CR_UNTREATED,3 ± 1.9,2 ± 3.1,9 ± 4.2,16 ± NA,7 ± NA,5 ± 1.4
ASV141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV141,0.159,FALSE,CR_UNTREATED,20 ± 6.4,2 ± 9.6,1 ± 4.4,0 ± NA,20 ± NA,7 ± 5.7
ASV176,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV176,0.161,FALSE,CR_UNTREATED,48 ± 15.9,10 ± 23.8,3 ± 12.4,3 ± NA,0 ± NA,20 ± 1.4
ASV138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,NA,unknown Tuzzerella (Genus) ASV138,0.165,FALSE,CR_UNTREATED,114 ± 22.7,64 ± 80.2,176 ± 32.3,87 ± NA,196 ± NA,113 ± 50.9
ASV335,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV335,0.171,FALSE,CR_UNTREATED,12 ± 2.5,12 ± 8.1,9 ± 2,7 ± NA,6 ± NA,26 ± 4.9
ASV195,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV195,0.176,FALSE,CR_UNTREATED,2 ± 1.3,0 ± 1.9,5 ± 3.6,3 ± NA,13 ± NA,4 ± 2.8
ASV074,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,NA,unknown Aerococcus (Genus) ASV074,0.179,FALSE,CR_UNTREATED,11 ± 8.4,12 ± 6.2,10 ± 8,1 ± NA,0 ± NA,2 ± 0.7
ASV316,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA,unknown Blautia (Genus) ASV316,0.19,FALSE,CR_UNTREATED,74 ± 16.8,58 ± 79.8,54 ± 5.1,50 ± NA,66 ± NA,46 ± 19.1
ASV030,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CHKCI002,NA,unknown CHKCI002 (Genus) ASV030,0.209,FALSE,CR_UNTREATED,30 ± 11.2,10 ± 10.9,13 ± 0.6,9 ± NA,16 ± NA,13 ± 1.4
ASV136,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV136,0.212,FALSE,CR_UNTREATED,24 ± 20.3,10 ± 10.9,30 ± 6.7,23 ± NA,23 ± NA,13 ± 5.7
ASV245,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,NA,unknown Negativibacillus (Genus) ASV245,0.228,FALSE,CR_UNTREATED,106 ± 31.7,52 ± 54.2,108 ± 15.6,74 ± NA,83 ± NA,156 ± 37.5
ASV057,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] nodatum group,NA,unknown [Eubacterium] nodatum group (Genus) ASV057,0.253,FALSE,CR_UNTREATED,2 ± 1.2,0 ± 4,2 ± 2.5,7 ± NA,5 ± NA,6 ± 2.1
ASV332,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV332,0.26,FALSE,CR_UNTREATED,5 ± 2.1,4 ± 5,6 ± 3,4 ± NA,0 ± NA,2 ± 0.7
ASV099,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,unknown Christensenellaceae (Family) ASV099,0.263,FALSE,CR_UNTREATED,0 ± 8,20 ± 17.1,10 ± 6.7,8 ± NA,15 ± NA,12 ± 7.1
ASV174,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,NA,unknown Oscillospira (Genus) ASV174,0.278,FALSE,CR_UNTREATED,7 ± 1.5,0 ± 4.4,9 ± 5,8 ± NA,4 ± NA,14 ± 12
ASV361,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV361,0.292,FALSE,CR_UNTREATED,36 ± 16.1,8 ± 15.7,28 ± 8.7,48 ± NA,28 ± NA,33 ± 19.8
ASV163,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,plautii,Flavonifractor plautii ASV163,0.297,FALSE,CR_UNTREATED,10 ± 3.5,68 ± 47.4,19 ± 0.6,19 ± NA,45 ± NA,18 ± 4.9
ASV290,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,unknown Lachnospira (Genus) ASV290,0.321,FALSE,CR_UNTREATED,40 ± 21,20 ± 23.9,28 ± 5.8,42 ± NA,70 ± NA,44 ± 13.4
ASV289,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,unknown Lachnospira (Genus) ASV289,0.356,FALSE,CR_UNTREATED,164 ± 52.7,78 ± 93.9,122 ± 39.3,112 ± NA,184 ± NA,168 ± 41.7
ASV346,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV346,0.433,FALSE,CR_UNTREATED,43 ± 30.3,22 ± 57.5,96 ± 77.3,36 ± NA,19 ± NA,56 ± 38.9
ASV258,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA,unknown Clostridia UCG-014 (Order) ASV258,0.446,FALSE,CR_UNTREATED,98 ± 25.1,18 ± 71.8,73 ± 43.5,95 ± NA,136 ± NA,74 ± 10.6
ASV165,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,capillosus,Pseudoflavonifractor capillosus ASV165,0.447,FALSE,CR_UNTREATED,18 ± 17.7,4 ± 10.2,12 ± 6.7,3 ± NA,32 ± NA,20 ± 19.8
ASV382,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV382,0.472,FALSE,CR_UNTREATED,52 ± 36.6,62 ± 78,99 ± 14.6,113 ± NA,3 ± NA,34 ± 16.3
ASV373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV373,0.484,FALSE,CR_UNTREATED,1 ± 0.8,4 ± 52,2 ± 0.6,7 ± NA,7 ± NA,8 ± 2.1
ASV357,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV357,0.503,FALSE,CR_UNTREATED,46 ± 39,14 ± 27.8,32 ± 22.6,4 ± NA,49 ± NA,34 ± 14.8
ASV167,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,timonensis,Intestinimonas timonensis ASV167,0.542,FALSE,CR_UNTREATED,6 ± 4.3,0 ± 9.7,4 ± 3.8,1 ± NA,7 ± NA,7 ± 1.4
ASV175,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,valericigenes,Oscillibacter valericigenes ASV175,0.64,FALSE,CR_UNTREATED,12 ± 5,12 ± 21.6,24 ± 4.5,27 ± NA,24 ± NA,8 ± 3.5
ASV379,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,NA,unknown Lachnospiraceae NK4A136 group (Genus) ASV379,0.655,FALSE,CR_UNTREATED,2 ± 3.2,7 ± 28.6,12 ± 5.1,21 ± NA,12 ± NA,4 ± 2.1
ASV398,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV398,0.694,FALSE,CR_UNTREATED,46 ± 18.5,18 ± 19.7,32 ± 6.1,34 ± NA,22 ± NA,19 ± 1.4
ASV137,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV137,0.719,FALSE,CR_UNTREATED,6 ± 6.6,1 ± 6.7,6 ± 1.5,7 ± NA,3 ± NA,3 ± 1.4
ASV252,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,NA,unknown Ruminococcus (Genus) ASV252,0.769,FALSE,CR_UNTREATED,4 ± 2.6,2 ± 3.8,3 ± 0.6,2 ± NA,2 ± NA,4 ± 0.7
ASV363,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV363,0.836,FALSE,CR_UNTREATED,7 ± 2.4,7 ± 12,4 ± 5.2,13 ± NA,7 ± NA,10 ± 4.2
ASV359,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV359,0.978,FALSE,CR_UNTREATED,2 ± 5.4,6 ± 17.2,8 ± 1,5 ± NA,8 ± NA,6 ± 3.5
