ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,Kruskal.pvalue,Significant,Reactor_Treatment,pret,t1,t2,t3,t4,t5
ASV141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA,unknown Defluviitaleaceae UCG-011 (Genus) ASV141,0.014,TRUE,TR4_VAN,8 ± 6.4,0 ± 3,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV235,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV235,0.014,TRUE,TR4_VAN,14 ± 4.9,0 ± 5.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV142,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,NA,unknown Tyzzerella (Genus) ASV142,0.015,TRUE,TR4_VAN,100 ± 21.2,0 ± 29.5,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV145,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA,unknown [Eubacterium] hallii group (Genus) ASV145,0.015,TRUE,TR4_VAN,18 ± 5.7,0 ± 4.1,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV336,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV336,0.015,TRUE,TR4_VAN,19 ± 5,0 ± 5.6,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV382,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV382,0.017,TRUE,TR4_VAN,39 ± 6.9,0 ± 12.8,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV162,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV162,0.018,TRUE,TR4_VAN,7 ± 5,0 ± 1.9,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV368,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV368,0.019,TRUE,TR4_VAN,50 ± 14.2,0 ± 11.9,1 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV393,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UC5-1-2E3,NA,unknown UC5-1-2E3 (Genus) ASV393,0.019,TRUE,TR4_VAN,32 ± 8.3,0 ± 6.4,0 ± 0,0 ± 0,0 ± 0.7,0 ± 0
ASV136,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV136,0.02,TRUE,TR4_VAN,32 ± 18.6,0 ± 13.1,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV143,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,NA,unknown [Eubacterium] hallii group (Genus) ASV143,0.02,TRUE,TR4_VAN,8 ± 3.9,0 ± 2.2,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV157,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV157,0.02,TRUE,TR4_VAN,24 ± 11.4,0 ± 8.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV200,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV200,0.02,TRUE,TR4_VAN,90 ± 19.2,0 ± 35.2,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV359,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV359,0.02,TRUE,TR4_VAN,24 ± 11,0 ± 9.8,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV400,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV400,0.02,TRUE,TR4_VAN,14 ± 5.7,0 ± 4.9,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV175,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,valericigenes,Oscillibacter valericigenes ASV175,0.023,TRUE,TR4_VAN,24 ± 3.9,0 ± 10.1,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV387,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV387,0.023,TRUE,TR4_VAN,15 ± 3.4,0 ± 6.4,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV057,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] nodatum group,NA,unknown [Eubacterium] nodatum group (Genus) ASV057,0.024,TRUE,TR4_VAN,2 ± 1.4,7 ± 7.1,25 ± 6,24 ± 14.8,8 ± 2.8,6 ± 6.4
ASV138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,NA,unknown Tuzzerella (Genus) ASV138,0.024,TRUE,TR4_VAN,92 ± 39.6,490 ± 190.7,491 ± 48.9,356 ± 7.8,412 ± 9.9,178 ± 9.2
ASV207,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,NA,unknown Incertae Sedis (Genus) ASV207,0.026,TRUE,TR4_VAN,70 ± 6.2,0 ± 30.9,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV289,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,unknown Lachnospira (Genus) ASV289,0.026,TRUE,TR4_VAN,92 ± 11,0 ± 29.1,0 ± 1.7,0 ± 0,0 ± 0,0 ± 0
ASV351,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV351,0.026,TRUE,TR4_VAN,24 ± 6.6,0 ± 8.6,0 ± 0,0 ± 0,0 ± 0.7,0 ± 0
ASV385,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV385,0.026,TRUE,TR4_VAN,9 ± 3.2,0 ± 5.3,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV137,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,NA,unknown Lachnospiraceae UCG-010 (Genus) ASV137,0.027,TRUE,TR4_VAN,6 ± 3.1,0 ± 3.8,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV178,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV178,0.027,TRUE,TR4_VAN,8 ± 2.1,0 ± 8.3,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV290,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,NA,unknown Lachnospira (Genus) ASV290,0.027,TRUE,TR4_VAN,22 ± 2.2,0 ± 8.5,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV347,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV347,0.027,TRUE,TR4_VAN,8 ± 3.9,0 ± 6.8,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV389,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV389,0.027,TRUE,TR4_VAN,8 ± 3.3,0 ± 4.9,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV394,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV394,0.03,TRUE,TR4_VAN,9 ± 1.8,0 ± 4.1,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV076,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,unknown Lactobacillus (Genus) ASV076,0.033,TRUE,TR4_VAN,0 ± 0,764 ± 437.7,17 ± 100,6 ± 8.5,2 ± 0.7,2 ± 0.7
ASV065,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium,NA,unknown Erysipelatoclostridium (Genus) ASV065,0.034,TRUE,TR4_VAN,34 ± 18.6,0 ± 15.3,0 ± 1.2,0 ± 0,0 ± 0,0 ± 0
ASV176,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,NA,unknown Oscillibacter (Genus) ASV176,0.034,TRUE,TR4_VAN,13 ± 4.5,0 ± 8.2,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV215,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV215,0.034,TRUE,TR4_VAN,22 ± 3.9,0 ± 9.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV361,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV361,0.034,TRUE,TR4_VAN,42 ± 21.3,0 ± 19.1,0 ± 1.2,0 ± 0,0 ± 0,0 ± 0
ASV397,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV397,0.034,TRUE,TR4_VAN,167 ± 24,0 ± 86.3,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV245,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,NA,unknown Negativibacillus (Genus) ASV245,0.035,TRUE,TR4_VAN,118 ± 39.4,0 ± 47.5,0 ± 0.6,0 ± 0,0 ± 0,0 ± 0
ASV099,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,unknown Christensenellaceae (Family) ASV099,0.036,TRUE,TR4_VAN,20 ± 15.2,1 ± 17.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV276,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,NA,unknown GCA-900066575 (Genus) ASV276,0.038,TRUE,TR4_VAN,42 ± 2.9,0 ± 22.4,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV332,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV332,0.038,TRUE,TR4_VAN,4 ± 3.3,0 ± 2.2,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV316,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,NA,unknown Blautia (Genus) ASV316,0.041,TRUE,TR4_VAN,60 ± 14.1,3 ± 58.1,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA,NA,unknown Lachnospiraceae (Family) ASV373,0.041,TRUE,TR4_VAN,9 ± 5.9,1 ± 11.8,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV077,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,unknown Lactobacillus (Genus) ASV077,0.042,TRUE,TR4_VAN,0 ± 0,105 ± 67.3,5 ± 16.1,0 ± 0,0 ± 0.7,0 ± 0.7
ASV170,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA,unknown Intestinimonas (Genus) ASV170,0.043,TRUE,TR4_VAN,54 ± 26.2,0 ± 29.4,0 ± 0.6,0 ± 0,0 ± 0,0 ± 0
ASV196,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,NA,NA,unknown [Eubacterium] coprostanoligenes group (Family) ASV196,0.043,TRUE,TR4_VAN,5 ± 3.7,0 ± 4.3,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV398,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,NA,unknown Lachnoclostridium (Genus) ASV398,0.043,TRUE,TR4_VAN,40 ± 11.7,0 ± 21.5,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV124,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA,unknown Clostridia vadinBB60 group (Order) ASV124,0.046,TRUE,TR4_VAN,0 ± 0,0 ± 48.1,116 ± 80.6,166 ± 211.4,94 ± 125.2,60 ± 81.3
ASV171,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV171,0.047,TRUE,TR4_VAN,30 ± 3.9,1 ± 22.6,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV216,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,NA,unknown UBA1819 (Genus) ASV216,0.047,TRUE,TR4_VAN,6 ± 2.2,0 ± 3.2,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV135,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,NA,NA,unknown Clostridia vadinBB60 group (Order) ASV135,0.048,TRUE,TR4_VAN,3 ± 1.9,94 ± 426.3,434 ± 196.8,142 ± 141.4,292 ± 184.6,136 ± 150.6
ASV190,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group,NA,unknown NK4A214 group (Genus) ASV190,0.048,TRUE,TR4_VAN,16 ± 5,0 ± 19.8,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV335,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV335,0.048,TRUE,TR4_VAN,8 ± 2.4,0 ± 4.2,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV030,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CHKCI002,NA,unknown CHKCI002 (Genus) ASV030,0.052,FALSE,TR4_VAN,16 ± 5.1,0 ± 17,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV230,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA,unknown Ruminococcaceae (Family) ASV230,0.053,FALSE,TR4_VAN,524 ± 35.4,3 ± 189.3,4 ± 3.5,2 ± 2.1,0 ± 0.7,1 ± 1.4
ASV161,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,NA,unknown Flavonifractor (Genus) ASV161,0.054,FALSE,TR4_VAN,13 ± 12.4,0 ± 12.3,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV163,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,plautii,Flavonifractor plautii ASV163,0.056,FALSE,TR4_VAN,10 ± 2.4,0 ± 4.3,0 ± 0,0 ± 0,0 ± 0,62 ± 87.7
ASV337,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,NA,unknown Sellimonas (Genus) ASV337,0.06,FALSE,TR4_VAN,7 ± 1.8,0 ± 4.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV172,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,NA,unknown Colidextribacter (Genus) ASV172,0.065,FALSE,TR4_VAN,7 ± 1.9,0 ± 7.7,0 ± 0,0 ± 0,0 ± 0,0 ± 0
ASV084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,NA,unknown Enterococcus (Genus) ASV084,0.069,FALSE,TR4_VAN,14 ± 7.5,4 ± 24.1,4 ± 3.5,1 ± 1.4,4 ± 0.7,258 ± 106.8
ASV346,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,NA,unknown Eisenbergiella (Genus) ASV346,0.076,FALSE,TR4_VAN,76 ± 24.3,0 ± 74.4,0 ± 1.2,0 ± 0,1 ± 1.4,0 ± 0
ASV258,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,NA,NA,unknown Clostridia UCG-014 (Order) ASV258,0.077,FALSE,TR4_VAN,74 ± 22.3,3 ± 47.4,0 ± 1.2,0 ± 0.7,0 ± 0,0 ± 0
ASV062,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,NA,NA,unknown Erysipelatoclostridiaceae (Family) ASV062,0.084,FALSE,TR4_VAN,74 ± 9.7,0 ± 54.6,0 ± 0.6,0 ± 0,0 ± 0,0 ± 0
ASV356,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA,unknown [Ruminococcus] torques group (Genus) ASV356,0.084,FALSE,TR4_VAN,36 ± 26.9,0 ± 42.1,0 ± 1.7,0 ± 0,0 ± 0,0 ± 0
ASV022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,NA,unknown Proteus (Genus) ASV022,0.51,FALSE,TR4_VAN,1419 ± 107.6,2099 ± 570.8,1263 ± 289.9,1345 ± 390.3,1513 ± 804.7,1792 ± 72.8
